hitId,queryNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5
394,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The tiger shark (Galeocerdo cuvier) is a species of requiem shark and the only extant member of the genus Galeocerdo. Commonly known as the Sea Tiger, the tiger shark is a relatively large macropredator, capable of attaining a length over 5 m (16 ft).It is found in many tropical and temperate waters, and it is especially common around central Pacific islands.ommonly known as the Sea Tiger, the tiger shark is a relatively large macropredator, capable of attaining a length over 5 m (16 ft).",MARCO_4754011,0," Great whites average 12-16 feet long. The biggest great white shark on record was 23 feet long, weighing about 7,000 pounds. Females are larger than males, as with most sharks. Shark pups can be over 5 feet long at birth. This Hand Puppet, however, is just 24 inches long.",MARCO_4868402,0," Genus: Mako sharks. Mako shark is better known as grey-blue shark. However, it still has a few other names: bonito shark, mackerel shark, black winged shark, blue pointer shark. It should also be noted that during the last century experts have described another kind of mako sharks: the Longfin mako shark.enus: Mako sharks. Mako shark is better known as grey-blue shark. However, it still has a few other names: bonito shark, mackerel shark, black winged shark, blue pointer shark. It should also be noted that during the last century experts have described another kind of mako sharks: the Longfin mako shark.",MARCO_4978407,4," The mako shark body color is very similar to the color of the other grey-blue sharks. Shark color can vary from grey-blue and blue to light gray, almost white. The predator has no swim bladder, and the only reason why it does not sink is because it is in constant motion throughout its life.The Mako sharks main diet consists of large marine fish: scomber, tuna, mackerel, herring and others.enus: Mako sharks. Mako shark is better known as grey-blue shark. However, it still has a few other names: bonito shark, mackerel shark, black winged shark, blue pointer shark. It should also be noted that during the last century experts have described another kind of mako sharks: the Longfin mako shark.",MARCO_4978408,4," The shortfin mako shark, I. oxyrinchus, is the better known of the two makos. The longfin mako shark, I. paucus, closely resembles the shortfin mako, and the two species swim in many of the same waters. The shortfin mako shark is likely the fastest swimmer of all sharks and one of the swiftest of all fishes.",MARCO_1650867,4
395,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The biggest Great White Shark on record was 23 feet so Great Whites can probably just get up to 23 feet 35 to 40 feet Great White Sharks usually reach or exceed 20 feet in length. The largest on record was a 36 foot individual caught in the 1870s off the coast of Southern Australia.",MARCO_5176543,0," Synopsis . Watch Avalanche Sharks Online Free: Avalanche Sharks tells the story of a bikini contest that turns into a horrifying affair when it is hit by a shark avalanche. (See more...)On Yify TV you can Watch Avalanche Sharks free instantly without waiting. Watch more Scott Wheeler's movies for free on Yify TV.More search tags: Avalanche Sharks.720p.x264.YIFY.mp4, Avalanche Sharks full movie online, download 2013 online movies free on Yify TV.valanche Sharks 3.00  5 5 1  5 2  5 3  5 4  5 5  5 1 vote, 3.00 Rank (70% score). Watch Avalanche Sharks (2013) Online.",MARCO_5291024,0," The tiger shark is a solitary, mostly nocturnal hunter, and is notable for having the widest food spectrum of all sharks, consuming a variety of prey ranging from crustaceans, fish, seals, birds, squid, turtles, and sea snakes to dolphins and even other smaller sharks.ommonly known as the Sea Tiger, the tiger shark is a relatively large macropredator, capable of attaining a length over 5 m (16 ft). It is found in many tropical and temperate waters, and it is especially common around central Pacific islands.",MARCO_5321442,0," By Hideaki Tailor on June 7, 2013. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever. Two videographers from an Outdoor Channel reality show were filming on a boat where fisherman reeled in whats believed to be the largest mako shark in recorded history.",MARCO_5462732,4," WORLDS BIGGEST SHARK. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever. Two videographers from an Outdoor Channel reality show were filming on a boat where fisherman reeled in whats believed to be the largest mako shark in recorded history.",MARCO_5462734,4
396,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The only living member of the Cetorhinidae family, basking sharks fall within the same shark order as great whites. This ancient order is called mackerel sharks, or Lamniformes, and includes a wide range of species from megamouths to makos, and threshers to goblin sharks.",MARCO_5598160,1," Answer: In a race among the sharks, the shortfin mako shark (Isurus oxyrinchus) would be the winner. The robust, streamlined shortfin mako shark is reported to have been clocked at 22 mph, although some sources say it can reach up to 60 mph.This may be because it is capable of chasing even quicker fish, the sailfish and swordfish, which can reach speeds over 60 mph (when leaping).The mako can also perform giant leaps of up to 20 feet out of the water. Sources: 1  R. Aidan Martin.his may be because it is capable of chasing even quicker fish, the sailfish and swordfish, which can reach speeds over 60 mph (when leaping). The mako can also perform giant leaps of up to 20 feet out of the water. Sources: 1  R. Aidan Martin.",MARCO_5804660,4," Normally sharks swim at a speed of less than 5 kph but few species such as mako sharks are able to cruise at a speed of 48 kph. Makos are the worlds fastest swimmers. They are agile hunters; built for the speed and chasing prey.Their body is thickest at the center and narrow at the ends.t reaches a length of 40 ft (12 m) and weighs up to 13 tons (12 metric tons). Great white sharks are one of the fast movers in water. They are able to reach speeds of 25 miles per hour (40 kmh). They swim just below the waters surface.",MARCO_5804662,4," The shortfin mako shark is the fastest species of shark. Its speed has been recorded at 40 kmh (25 mph) with bursts of up to 74 kmh (46 mph). This high-leaping fish-they can leap approximately 9 m (30 ft) high or higher in the air-is a highly sought-after game fish worldwide.he shortfin mako shark is the fastest species of shark. Its speed has been recorded at 40 kmh (25 mph) with bursts of up to 74 kmh (46 mph). This high-leaping fish-they can leap approximately 9 m (30 ft) high or higher in the air-is a highly sought-after game fish worldwide.",MARCO_5804665,4," Answer: The fastest shark is a Mako Shark, the shark can reach a speed of 45 mph. The Great White Shark attack with a speed of about 30 mph. Answer: It is said that sharks can scent 1 single drop of blood in a 6 miles distance, but I have never heard about documented proofs telling so.nswer: The fastest shark is a Mako Shark, the shark can reach a speed of 45 mph. The Great White Shark attack with a speed of about 30 mph. Answer: It is said that sharks can scent 1 single drop of blood in a 6 miles distance, but I have never heard about documented proofs telling so.",MARCO_5804666,4
397,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The fins are added for their texture. Not all sharks are edible. Most commonly consumed shark varieties are dogfishes, catsharks, sand sharks, makos, and smoothhounds. Mako fish is a delicacy for their meat is salmon-coloured having a very fine quality. Mako liver is used to prepare oil that is rich in vitamins. The skin of the shark is made into leather and the fins are added to shark fin soup. However, the meat can be eaten with its nutrient value only when cooked properly.",MARCO_106270,2," No. Mako Island is not a real place. Mako Island is a fictitious  place, created for the H2O television series and filmed at Sea  World, on The Spit on Queensland's Gold Coa  st in Australia. There  is no actual island there. 1 person found this useful.",MARCO_5905144,0," False. Mako Island is not a real place. Mako Island is a fictitious place, created for the H2O television series and filmed at Sea World, on The Spit on Queensland's Gold Coas  t. There is no actual island there.",MARCO_5905145,0," the body of a great white shark is shaped like a torpedo which helps the shark in achieving such great speeds the body of a great white shark can be around 4 6 6 4 meters long which is about 15 1 21 feet long as for weight great white shark can weigh around 2260 3 300kg which is about 4982 7275 poundshe body of a tiger shark can be around 3 5 meters long which is about 9 8 16 4 feet long some can get even bigger than that for instance one tiger shark was found to be 55 meters long which is about 18 feet long as for weight a tiger shark will usually weigh around 385 635kg which is about 849 1400 pounds",MARCO_6248019,0," you may be surprised to find out they are pretty speedy in fact i know i couldn t swim faster than this shark i d be lunch checkout our shark fact video for kids to see if you knew the answer to how fast a great white shark swimsthanks for watching be sure to tell us your favorite shark fact in the comments below and we may use it for a animal facts videon fact i know i couldn t swim faster than this shark i d be lunch checkout our shark fact video for kids to see if you knew the answer to how fast a great white shark swims thanks for watching be sure to tell us your favorite shark fact in the comments below and we may use it for a animal facts video",MARCO_6248021,0
398,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," Although anglers can legally retain a 54 inch shortfin mako shark, both male and female shortfin mako sharks reach sexual maturity at sizes larger than 54 inches fork length (73 and 108 in fork length, respectively). This is also true of other sharks such as hammerhead, porbeagle, thresher, and blue sharks.lthough anglers can legally retain a 54 inch shortfin mako shark, both male and female shortfin mako sharks reach sexual maturity at sizes larger than 54 inches fork length (73 and 108 in fork length, respectively). This is also true of other sharks such as hammerhead, porbeagle, thresher, and blue sharks.",MARCO_6269382,4," The largest weight of a whale shark registered is 47,000 pounds or 21.5 tonnes. From there, weights are smaller and change according with the species. Male bull sharks weight around 200 pounds while female bull sharks can reach up to 290 pounds. The largest tiger shark captured weight was 1,450 pounds. The great white shark weight ranges from 1,500 lb. to 2,500 lb. Links to other pages in this site. Why Do The Great White Sharks Attack Humans? Where Does A Whale Shark Live? What Is A Whale Shark? How Much Do Sharks Weight? How Do Sharks Know When Something Is Food Or Not?",MARCO_6283457,0," Whale sharks are slow swimmers and their top speed is no more than 5 miles (8 kilometers per hour) probably due to the fact that whale shark is the biggest fish in the world. It reaches a length of 40 ft (12 m) and weighs up to 13 tons (12 metric tons).Great white sharks are one of the fast movers in water.ormally sharks swim at a speed of less than 5 kph but few species such as mako sharks are able to cruise at a speed of 48 kph. Makos are the worlds fastest swimmers.",MARCO_6665754,1," Normally sharks swim at a speed of less than 5 kph but few species such as mako sharks are able to cruise at a speed of 48 kph. Makos are the worlds fastest swimmers.They are agile hunters; built for the speed and chasing prey. Their body is thickest at the center and narrow at the ends.ormally sharks swim at a speed of less than 5 kph but few species such as mako sharks are able to cruise at a speed of 48 kph. Makos are the worlds fastest swimmers.",MARCO_6665755,4," Longfin mako sharks, Isurus paucus (Guitart Manday, 1966), aka longfinned, longfin and big-eye mako sharks, are slender, spindle-shaped sharks with conical snouts. Their teeth are moderately long, smooth-edged, without basal cusplets. Their gill slits are long, extending partially onto the top of their heads.",MARCO_6703003,4
399,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," Longfin mako sharks, Isurus paucus, likely feed on pelagic squids and schooling fishes. The diet of shortfin makos is relatively well known and includes a wide variety of teleosts (bony fishes) and cephalopods.",MARCO_6703005,4," Learning About Sharks Through Fossils: Consider some facts on why sharks have different types of teeth. General Facts on Shark Teeth: Read about the teeth of different types of sharks on this page from Cornell University. A Closer Look at Sharks and Their Teeth (PDF): Learn about the teeth of mako sharks and great white sharks along with others.",MARCO_1361407,0," Tiger sharks are one of the largest carnivores in the ocean. Juveniles have tiger-like stripes, which fade as they grow older. Tiger sharks are blue or green in color with a light yellow or white under-belly.This speices has a large blunt nose on the end of a wedge-shaped head.iger sharks are some of the largest predators in the ocean and have few species feed on them. Some juvenile tiger sharks, however, fall prey to other sharks. Female tiger sharks gives birth in a nursery, which provides protection during the birthing process and to pups in the absence of parents.",MARCO_673357,0," Blue sharks eat a significant amount of squid, while tiger sharks are known to eat sea turtles. Smooth dogfish sharks eat crabs and lobsters, and hammerhead sharks prefer stingrays. Some sharks that are quick and large enough also hunt sea mammals. Great white sharks, tiger sharks and mako sharks have been known to eat sea lions, seals, dolphins, porpoises and sea birds. They also prey on large fish like mackerel and tuna. The largest shark, the whale shark, doesn't hunt for its food.",MARCO_6763412,1," The mako shark, also called shortfin mako shark or blue pointer, is the fastest of all shark species, and can reach an average speed of 22 mph, though scientists have found one particularly spry specimen traveling at an astonishing 43 mph.",MARCO_6786706,4
400,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," Biologist Mauricio Hoyos Padilla posted a Facebook video of what he claims is the biggest great white shark ever filmed: An approximately 20-foot (6-meter) long female dubbed Deep Blue. According to the California Department of Fish and Game, great white sharks can grow up to 21 feet (6 meters) long. However, most great whites are around 12 to 14 feet (3.6 to 4 meters) long, says Christopher Lowe, a shark biologist at California State University in Long Beach. A 17.9-foot-long (5.5-meter-long) male great white was caught off Guadalupe in fall 2009. (Related: Biggest Great White Shark Caught, Released.) Deep Blue is clearly a very large shark, he says.",MARCO_7108491,0," WORLDS BIGGEST SHARK. By Hideaki Tailor on June 7, 2013. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever.",MARCO_7108493,1," WORLDS BIGGEST SHARK. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever. The catch set the record for the biggest mako shark and is one of the biggest of any catch ever. Two videographers from an Outdoor Channel reality show were filming on a boat where fisherman reeled in whats believed to be the largest mako shark in recorded history. The 1,323-pound shark was caught off Californias Huntington Beach on a boat captained by Matt Potter, who has the apt nickname Mako Matt.",MARCO_7108494,2," What's the largest ever great white shark to be recorded? On average, female great whites are 4.6 to 4.9m long, although the male sharks don't grow as big, measuring up at around 3.4 to 4.0m. Alf Dean caught the largest great white recorded by the International Game Fish Association in the south Australian waters in 1959. The sea predator weighed a staggering 1,208 kg (2,663 lb). It's believed that anglers have since caught bigger sharks, but these have not been officially confirmed.",MARCO_7297515,0," Mako Island. 404 pages on this wiki. Mako Island is a fictional island in the H2O: Just Add Water, Mako: Island of Secrets and H2O-Mermaid Adventures series. It is located approximately 50 km off the Gold Coast, Queensland, Australia.",MARCO_7489641,0
401,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," Mako Island is a fictional island in the H2O: Just Add Water, Mako: Island of Secrets and H2O-Mermaid Adventures series. It is located approximately 50 km off the Gold Coast, Queensland, Australia. This article is a stub.",MARCO_7489642,0," Mako Island is a fictional island in the H2O: Just Add Water, Mako: Island of Secrets and H2O-Mermaid Adventures series. It is located approximately 50 km off the Gold Coast, Queensland, Australia. This article is a stub. You can help H2O Just Add Water Wiki by expanding it.",MARCO_7489643,0," Facts about Great White Sharks, Tiger Sharks, Bull Sharks, Whale Sharks, Bull Shark, Hammerhead Shark, Mako Shark and more. Sharks are a large group of fish that have inhabited the oceans for over 400 million years, even before dinosaurs populated our planet.",MARCO_1211783,1," The most dangerous sharks are the Great White shark, the Tiger shark, the Hammerhead shark, the Mako shark and the Bull shark. On average, there are only about 100 shark attacks each year and only 10 of those result in a human death. You should check it out from their perspective, though! People kill thousands of sharks in a year for sport and for food. Shark skins are used to make products like any other leather would be. Up until the 1950's, shark livers were used as a vitamin A supplement. Shark fin soup and shark steaks are both eaten in many countries (Mako, seen in the top photo, is the most popular in the United States).",MARCO_7523018,1," Well-known species such as the great white shark, tiger shark, blue shark, mako shark, thresher shark, and the hammerhead shark are apex predatorsorganisms at the top of their underwater food chain. Many shark populations are threatened by human activities.",MARCO_7808141,1
402,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The fish wind up in conservation limbo, since insufficient data is available. Such sharks include the thresher, Java, kitefin, salmon, broadnose sevengill, bigeye sand tiger, narrowmouth catshark, great hammerhead, Argentine angel shark and megamouth, which was only first discovered in 1976.re sharks dangerous or endangered? The answer is both. On the danger side, most sharks are apex predators. This means they exist at the top of the oceanic food chain and possess few, or no, natural enemies.",MARCO_795761,0," Great White Shark Teeth Facts. The great white shark, also known as Carcharodon carcharias, has a gray and white belly and is the largest predatory fish on earth. It lives an estimated 30 to 40 years and, in maturity, it can reach up to 20 feet in length and weigh up to 5,000 pounds.",MARCO_8019972,0," Mako sharks are the fastest of all sharks. A Shortfin mako has been reliably clocked at 31 mph (50 Kmhr), and is thought to have achieved even faster bursts of speed! For comparison, an Olympic swimmer can swim at speeds around 5 mph.",MARCO_8265382,4," In the Miocene, the Isurus (Mako) genus branches into the modern mako shark sand the White shark lineage. Distribution: Great Whites are found globally in near-shore and off-shore temperate waters. Sometimes they can be found in tropical waters, but are not found in arctic waters.",MARCO_8265383,2," 2.5 - 4.2 m (8 - 13 feet) Shortfin Makos are slightly smaller than Longfin makos. The largest Longfin mako accurately measured had a length of 13.7 feet. Diet: Fish. The diet of a Mako shark is almost entirely fish, smaller sharks, and sometimes squid.",MARCO_8265385,4
403,32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The Cosmopolitodus genus (White Sharks) eventually leads into the Great White Shark, Carcharodon Carcharias. Also in the Miocene, the Isurus genus branches into the modern mako sharks, Isurus paucus and Isurus oxyrhincus.",MARCO_8265389,2," A question came across SHARK-L concerning makos being considered warm-blooded and various replies touch upon aspects of the topic. There are currently two species of mako recognized, the Longfin (Isurus paucus) and the Shortfin (I. oxyrinchus).",MARCO_8273756,2," More on Warm-Bodied Sharks. Shortfin Mako (Isurus oxyrinchus) A question came across SHARK-L concerning makos being considered warm-blooded and various replies touch upon aspects of the topic. I responded to the original query and went onto expand upon or correct some of those responses.",MARCO_8273758,2," Mako Shark. Mako Shark  Isurus oxyrinchus. The shortfin mako shark also is known as the blue pointer and bonito shark. It is a fast speed-swimming shark that has been called the peregrine falcon of the sharks in allusion to the fastest bird in the world.",MARCO_1650873,4," 1. Shark. This means any type of meat eating shark such as Longfin Mako, Shortfin Mako, Blacktip, or common Thresher shark. Because sharks are at or near the top of the food chain, they consume other types of fish as their main source of food.",MARCO_8579806,2
404,32_8,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," The fins are added for their texture. Not all sharks are edible. Most commonly consumed shark varieties are dogfishes, catsharks, sand sharks, makos, and smoothhounds. Mako fish is a delicacy for their meat is salmon-coloured having a very fine quality. Mako liver is used to prepare oil that is rich in vitamins. The skin of the shark is made into leather and the fins are added to shark fin soup. However, the meat can be eaten with its nutrient value only when cooked properly.",MARCO_106270,0," basically what an animal does to survive in the habitat. Behavioral adaptations are different to physical adaptations because behavioral adaptations are (like the name suggests) changes in behavior that increase an organisms fitnesssurvival, whereas physical adaptations are changes to an organisms body structures.",MARCO_1095771,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive. For example, bird calls and migration are behavioral adaptations. Adaptations are the result of evolution. Evolution is a change in a species over long periods of time. Adaptations usually occur because a gene mutates or changes by accident! Some mutations can help an animal or plant survive better than others in the species without the mutation. For example, imagine a bird species.",MARCO_1095773,0," Behavioral Adaptations: Structural Adaptations: An adaptation is any trait that changes to better suit the organism for its environment. Adaptations are genetically-based and can be passed on from generation to generation. Behavioral adaptations are those adaptations that have a behavioral component to them.",MARCO_1095774,0," All organisms have adaptations that help them survive and thrive. Some adaptations are structural. Structural adaptations are physical features of an organism, like the bill on a bird or the fur on a bear.Other adaptations are behavioral.Behavioral adaptations are the things organisms do to survive. For example, bird calls and migration are behavioral adaptations.tructural adaptations are physical features of an organism, like the bill on a bird or the fur on a bear. Other adaptations are behavioral. Behavioral adaptations are the things organisms do to survive.",MARCO_1150575,0
405,32_8,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," Learning About Sharks Through Fossils: Consider some facts on why sharks have different types of teeth. General Facts on Shark Teeth: Read about the teeth of different types of sharks on this page from Cornell University. A Closer Look at Sharks and Their Teeth (PDF): Learn about the teeth of mako sharks and great white sharks along with others.",MARCO_1361407,0," Salmon Shark Facts (Lamna ditropis) Salmon sharks (Lamna ditropis) are large, powerful, warm-bodied (endothermic), and streamlined predators adapted for high-speed swimming. Reports from the U.S. Navy have clocked salmon sharks exceeding 50 knots. This would make the salmon shark one of the fastest fish in the ocean.",MARCO_1392579,0," Social behaviour Behaviour for protection Migration Hibernation This is deep sleep in which animals body temp droops, body activities are slowed to conserve energy. E.g. Bats, woodchucks & bears. Animal Adaptations Types of Adaptation Anything that helps an organism survive in its environment is an adaptation. It also refers to the ability of living things to adjust to different conditions within their environments. Structural adaptation Protective coloration Mimicry Behaviour adaptations Migration Hibernation Structural adaptations A structural adaptation involves some part of an animal's body.",MARCO_154676,0," Shortfin mako shark. The shortfin mako shark (Isurus oxyrinchus), also known as the blue pointer or bonito shark, is a large mackerel shark. It is commonly referred to as the mako shark, as is the longfin mako shark (Isurus paucus).",MARCO_1650866,0," The shortfin mako shark, I. oxyrinchus, is the better known of the two makos. The longfin mako shark, I. paucus, closely resembles the shortfin mako, and the two species swim in many of the same waters. The shortfin mako shark is likely the fastest swimmer of all sharks and one of the swiftest of all fishes.",MARCO_1650867,0
406,32_8,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," The family Lamnidae also includes the great white shark and the porbeagle. Mako sharks are capable of swimming at speeds up to 60 kmh (37 mph), and jumping up to 7 m (23 ft) into the air. The great white shark is also closely related to an ancient mako shark, Isurus hastalis.",MARCO_1650868,0," For other uses, see Mako shark (disambiguation). Isurus is a genus of mackerel sharks in the family Lamnidae, commonly known as the mako sharks. The two living species are the common shortfin mako shark (I. oxyrinchus) and the rare longfin mako shark (I. paucus).",MARCO_1650871,0," Mako Shark. Mako Shark  Isurus oxyrinchus. The shortfin mako shark also is known as the blue pointer and bonito shark. It is a fast speed-swimming shark that has been called the peregrine falcon of the sharks in allusion to the fastest bird in the world.",MARCO_1650873,0," Mako shark. Mako shark (genus Isurus), any of two species of swift, active, potentially dangerous sharks of the mackerel shark family, Isuridae. The shortfin mako (Isurus oxyrinchus) is found in all tropical and temperate seas, and the longfin mako (I. paucus) is scattered worldwide in tropical seas.",MARCO_1650874,0," Description & Behavior. Shortfin mako sharks, Isurus oxyrinchus (Rafinesque, 1810), aka makos, shortfins, short-finned makos, blue pointers, mackerel sharks, blue dynamites, bonitos, spriglios, palomas  are truly beautiful animals. They are well-adapted and active pelagic (open water) sharks.",MARCO_1650875,1
407,32_8,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," Sharp Claws. Large and sharp claws is one of the best adaptations of African lions. They use their sharp claws to kill their prey and tear meat from the prey's body, after it has been killed. Sharp claws are also used for defense and to display their strength and power to other animals.frican lions are one of the biggest cats in the world. To ensure survival, their body has been going through several changes to fight difficult situations and emerge as a winner. This Buzzle article is about the various adaptations these African cats have acquired to survive in their challenging environment.",MARCO_1781559,0," African lions are one of the biggest cats in the world. To ensure survival, their body has been going through several changes to fight difficult situations and emerge as a winner. This Buzzle article is about the various adaptations these African cats have acquired to survive in their challenging environment.frican lions are one of the biggest cats in the world. To ensure survival, their body has been going through several changes to fight difficult situations and emerge as a winner. This Buzzle article is about the various adaptations these African cats have acquired to survive in their challenging environment.",MARCO_1781564,0," What is adaptation for a Canada goose? An adaptation is special adaptions that animals get so they can better live in their environment. Some adaptations that Canada geese have are webbed feet, this makes it easier  for them to swim in the water.",MARCO_2165029,0," Which oceans do sharks live in? Great white sharks are highly adapted to swimming in coastal surface waters, though they can be seen in offshore locations down to the bottom of the sea. They are carnivorous predators, and they often make their homes in places where pinnipeds, such as seals, sea lions and walruses live.",MARCO_2253661,0," Some sharks are fast and some sharks are slow, but the great majority cruise at very low speeds. While great whites, blues, and makos are capable of a great speed burst, most sharks swim at around 1.5 miles per hour when they're not actively chasing prey or attempting to escape from a dangerous situation. This speed falls about in line with the average human swim speed, which is between 1 and 2 miles per hour.",MARCO_2278399,0
408,32_8,8," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/>Tell me about makos.<br/><span>What are their adaptations?</span>"," Shark diet also adapts to survive. Some shark species may prefer certain types of prey, but when they are scarce, they adjust their eating habits to whatever is available. Sharks arent picky with their food sources. Some sharks have been known to eat items including coal, oil, trash, and clothing that finds its way into the water. Sharks classification split into two groups according to their diet: CARNIVOROUS SHARKS. A carnivorous shark diet usually includes fish, mollusks, and crustaceans. Large species also consume marine mammals such as seals, dolphins, sea lions, and porpoises, as well as large fish species such as tuna, mackerel, and even smaller shark species. Some even extend their consumption to seabirds.",MARCO_2315979,0," These sharks tend to spend most of their time near the bottom of the water column on an almost continuous search for food. Adaptation. As is true with most sharks, this species is well adapted to its way of life.",MARCO_2315982,0," Today, there are only two living species of Mako remaining. They are called the Longfin Makos and the Shortfin Makos. The largest is the Longfin with a length of about 4.5 meters (14ft) and adults weigh in around 170 kilograms (375 pounds). Shortfin sharks are usually about half this size and weight.",MARCO_2322021,0," Great White sharks are pure carnivores. They prey upon fish (like Tuna, Rays etc), other smaller species of Sharks, dolphins, porpoises, seals, sea lions, sea turtles, sea otters and even sea birds. They prefer prey that has a high content of energy rich fat.",MARCO_2429738,0," Camels live in deserts, where it is hot and dry. Camels have adaptations that help them live in deserts. They have a thick coat of hair that protects them from the sun.They have wide, soft feet, so they can walk a long time in the hot sand. Several adaptations help a camel save water.Their large feet spreads their weight on the sand when they are walking.amels have adaptations that help them live in deserts. They have a thick coat of hair that protects them from the sun. They have wide, soft feet, so they can walk a long time in the hot sand.",MARCO_2433757,0
