HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,NumNRSelected
3YD0MU1ND6HQMO3ISC9PV1ACLBW7A6,3XUHV3NRVPETWRV70RAL2NF8XBN5HQ,A1E77HZO63E334,2021-09-13T21:26:49,MONDAY,1.63158E+12,1.63158E+12,641,10.68333333,9.85,0, aaron harang, , Sports, clueweb09-en0004-09-24071,FALSE, clueweb09-enwp01-58-04194,TRUE, random-clueweb09-enwp02-01-03342,FALSE, clueweb09-en0000-78-14275,FALSE, clueweb09-enwp00-08-08886,TRUE, clueweb09-en0009-42-35182,FALSE, clueweb09-en0006-89-09924,FALSE, clueweb09-en0008-57-33728,FALSE, clueweb09-en0009-43-38393,FALSE, clueweb09-en0006-68-16580,FALSE, nr-clueweb09-en0007-49-22500,FALSE, clueweb09-en0000-38-16194,FALSE, nr-clueweb09-en0007-49-22494,FALSE,2,0
3YD0MU1ND6HQMO3ISC9PV1ACLBW7A6,3M1CVSFP65L3FQ6REDOWJCNVGCKAQX,A1YSYI926BBOHW,2021-09-13T21:27:26,MONDAY,1.63158E+12,1.63158E+12,681,11.35,416.451,0, how much alcohol can you safely drink?, , Food &amp; Drink, clueweb09-en0005-33-20895,FALSE, clueweb09-en0007-58-01778,FALSE, clueweb09-en0008-99-03997,FALSE, clueweb09-en0003-67-08998,FALSE, clueweb09-en0006-88-33989,TRUE, nr-clueweb09-en0006-39-01156,FALSE, clueweb09-en0005-41-16995,FALSE, clueweb09-en0005-33-20887,FALSE, clueweb09-en0008-01-35238,FALSE, clueweb09-en0005-79-27968,FALSE, clueweb09-en0001-13-08208,FALSE, random-clueweb09-en0008-31-37861,FALSE, nr-clueweb09-en0007-43-09245,FALSE,1,0
3YD0MU1ND6HQMO3ISC9PV1ACLBW7A6,3JC6VJ2SAGZEM4NTUL0TL1S4KGX5AF,A2T11H7YI7QPGD,2021-09-13T21:26:13,MONDAY,1.63158E+12,1.63158E+12,773,12.88333333,401.059,0, Best parks in the USA, , Recreation, clueweb09-en0003-03-32591,FALSE, clueweb09-en0000-86-16304,FALSE, nr-clueweb09-en0004-17-00502,FALSE, clueweb09-en0004-17-00510,FALSE, random-clueweb09-en0003-33-30335,FALSE, clueweb09-en0004-54-23343,FALSE, clueweb09-en0002-28-15278,FALSE, clueweb09-en0000-17-06320,FALSE, clueweb09-en0010-37-34297,FALSE, clueweb09-en0001-69-05866,FALSE, clueweb09-en0010-82-27686,FALSE, clueweb09-en0009-23-27737,TRUE, nr-clueweb09-en0005-57-03100,FALSE,1,0
3YD0MU1ND6HQMO3ISC9PV1ACLBW7A6,317HQ483IC8XIBCXA9OSWGG9O93INN,A2I4PRZ9IZMKON,2021-09-13T21:46:08,MONDAY,1.63158E+12,1.63158E+12,314,5.233333333,286.724,0, different breeds of cats, , Pets, clueweb09-en0010-86-25736,TRUE, clueweb09-en0000-32-30307,TRUE, clueweb09-en0005-72-21097,TRUE, clueweb09-en0008-11-34610,TRUE, clueweb09-en0011-58-36636,TRUE, clueweb09-en0006-06-42514,TRUE, nr-clueweb09-en0004-93-23730,FALSE, random-clueweb09-enwp00-42-07293,FALSE, clueweb09-en0002-04-15944,FALSE, clueweb09-en0000-61-26604,FALSE, clueweb09-en0005-72-21096,FALSE, clueweb09-en0006-52-13285,TRUE, nr-clueweb09-en0005-82-30586,FALSE,7,0
3QE4DGPGCVRUDSY2CE3SOB15S4J4GV,3TXWC2NHN461NNBZEBZ1IHRCSIMS9O,A1FNNL4YJGBU8U,2021-09-13T21:25:33,MONDAY,1.63158E+12,1.63158E+12,253,4.216666667,222.303,0, is turmeric good for you, , Health &amp; Wellness, clueweb09-en0008-52-26886,TRUE, clueweb09-en0009-37-21325,FALSE, random-clueweb09-en0005-94-21396,FALSE, clueweb09-en0003-51-14799,FALSE, clueweb09-enwp01-89-13851,TRUE, clueweb09-en0000-96-05491,TRUE, nr-clueweb09-enwp01-97-00731,FALSE, clueweb09-en0001-61-23601,FALSE, clueweb09-en0007-26-23368,FALSE, clueweb09-en0006-84-27132,FALSE, clueweb09-en0000-27-29717,FALSE, clueweb09-en0008-57-03022,FALSE, nr-clueweb09-en0000-86-14929,FALSE,3,0
3QE4DGPGCVRUDSY2CE3SOB15S4J4GV,3JPSL1DZ5XFICTTZYLWFFISQB1XANA,A1YSYI926BBOHW,2021-09-13T21:27:15,MONDAY,1.63158E+12,1.63158E+12,328,5.466666667,306.418,0, where there ever more than two political parties in america?, , Politics, clueweb09-en0010-62-01838,FALSE, clueweb09-en0005-57-14609,FALSE, random-clueweb09-en0007-00-09110,FALSE, nr-clueweb09-en0011-23-10126,FALSE, clueweb09-en0003-87-12088,FALSE, clueweb09-en0004-70-01791,FALSE, clueweb09-en0010-05-44418,TRUE, clueweb09-enwp01-55-21326,TRUE, clueweb09-en0002-21-21524,FALSE, clueweb09-en0009-43-13734,FALSE, clueweb09-en0000-61-07746,FALSE, clueweb09-en0011-30-21811,TRUE, nr-clueweb09-en0000-63-18194,FALSE,3,0
3QE4DGPGCVRUDSY2CE3SOB15S4J4GV,3QFUFYSY93VRMC01RW3BUAXHH0FF4X,A1E77HZO63E334,2021-09-13T21:26:21,MONDAY,1.63158E+12,1.63158E+12,441,7.35,11.076,0, verizon phones for sale, , Shopping, clueweb09-en0007-21-33400,TRUE, clueweb09-en0004-24-00336,FALSE, clueweb09-en0002-59-23889,FALSE, clueweb09-en0009-19-04234,FALSE, clueweb09-en0007-69-23221,FALSE, clueweb09-en0000-29-00820,FALSE, nr-clueweb09-enwp01-29-00613,FALSE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-en0011-19-23507,FALSE, clueweb09-en0002-59-23854,FALSE, clueweb09-en0003-34-14366,TRUE, clueweb09-en0000-16-00017,FALSE, nr-clueweb09-enwp01-14-19243,FALSE,2,0
3QE4DGPGCVRUDSY2CE3SOB15S4J4GV,3HYA4D452WZHJYLENIKN1V0JXMJF21,A2T11H7YI7QPGD,2021-09-13T21:26:16,MONDAY,1.63158E+12,1.63158E+12,1071,17.85,255.034,0, Most effective weight loss diet, , Health &amp; Wellness, clueweb09-en0011-91-00464,FALSE, clueweb09-en0002-53-27526,FALSE, clueweb09-en0008-94-34197,FALSE, clueweb09-en0005-33-35476,FALSE, random-clueweb09-en0005-85-21121,FALSE, clueweb09-en0005-47-02793,FALSE, clueweb09-en0002-97-19526,FALSE, clueweb09-en0002-72-32110,FALSE, nr-clueweb09-en0005-17-04886,FALSE, clueweb09-en0006-52-14020,FALSE, clueweb09-en0006-87-36203,FALSE, clueweb09-en0008-96-38292,FALSE, nr-clueweb09-en0001-98-11489,TRUE,0,1
3QE4DGPGCVRUDSY2CE3SOB15S4J4GV,3KAKFY4PGZIQE7JNSQ4DN2I3JSD3IT,A2I4PRZ9IZMKON,2021-09-13T21:57:09,MONDAY,1.63158E+12,1.63159E+12,1078,17.96666667,941.371,0, tips for saving money, , Economy &amp; Finance, clueweb09-en0004-40-24376,TRUE, clueweb09-en0000-22-23375,TRUE, clueweb09-en0011-67-02384,FALSE, clueweb09-en0003-38-10269,FALSE, clueweb09-en0001-25-27135,FALSE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-en0004-42-32408,FALSE, clueweb09-en0003-55-31418,FALSE, nr-clueweb09-en0011-58-34421,FALSE, clueweb09-en0011-66-33523,FALSE, clueweb09-en0000-08-10695,FALSE, clueweb09-en0005-55-32836,FALSE, nr-clueweb09-en0010-83-05013,FALSE,2,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,32VNZTT0ACKOP25AIR35BZB0KUNR4D,A1J3ON3YLGJAM6,2021-09-14T17:29:54,TUESDAY,1.63165E+12,1.63166E+12,35,0.583333333,11.822,0, Democratic party, , Politics, clueweb09-enwp00-48-22599,TRUE, clueweb09-en0000-59-35366,FALSE, clueweb09-en0001-76-10034,FALSE, nr-clueweb09-en0007-97-05974,FALSE, random-clueweb09-en0009-06-35915,FALSE, clueweb09-enwp01-13-25459,TRUE, clueweb09-en0000-49-27056,TRUE, clueweb09-en0001-03-18249,FALSE, clueweb09-en0001-21-06816,FALSE, clueweb09-en0005-11-16591,FALSE, clueweb09-en0000-59-35383,FALSE, clueweb09-en0011-08-12871,FALSE, nr-clueweb09-en0007-97-06765,FALSE,3,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,3L4PIM1GQYW4N9JU7YRCROF7FVMRYY,A1E77HZO63E334,2021-09-14T17:28:19,TUESDAY,1.63165E+12,1.63166E+12,400,6.666666667,209.558,0, windows xp, , Technology, clueweb09-en0008-20-14692,FALSE, clueweb09-en0000-95-15903,FALSE, clueweb09-en0000-97-32543,FALSE, clueweb09-en0003-60-18774,FALSE, nr-clueweb09-en0000-63-19924,FALSE, clueweb09-en0002-89-02955,FALSE, clueweb09-en0011-80-37209,FALSE, clueweb09-en0000-72-00382,FALSE, clueweb09-en0008-71-35201,FALSE, random-clueweb09-en0009-06-35915,FALSE, clueweb09-en0009-19-25199,FALSE, clueweb09-en0001-67-32646,FALSE, nr-clueweb09-en0001-20-23240,FALSE,0,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,3QBD8R3Z26ZLSPDUQZM1H46V9734OH,A1FNNL4YJGBU8U,2021-09-14T17:27:42,TUESDAY,1.63165E+12,1.63166E+12,757,12.61666667,44.704,0, cleveland science center, , Science, clueweb09-en0008-73-00355,FALSE, random-clueweb09-en0009-64-30845,FALSE, clueweb09-en0006-48-16826,FALSE, clueweb09-en0009-37-33475,FALSE, clueweb09-en0004-66-11847,TRUE, clueweb09-en0008-80-40608,FALSE, nr-clueweb09-en0004-40-39203,FALSE, clueweb09-en0006-09-10737,FALSE, clueweb09-en0005-10-31023,FALSE, clueweb09-en0011-52-08578,TRUE, clueweb09-en0006-18-28845,FALSE, clueweb09-en0011-52-10114,FALSE, nr-clueweb09-en0004-40-39200,FALSE,2,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,33F859I56BTVL7CG111Y59F07D6BH6,A2JP9IKRHNLRPI,2021-09-14T17:27:17,TUESDAY,1.63165E+12,1.63166E+12,968,16.13333333,942.171,0, How to find peace through spirituality, , Spirituality, clueweb09-en0010-73-17154,TRUE, clueweb09-en0000-19-29074,FALSE, clueweb09-en0004-06-04473,FALSE, clueweb09-en0002-61-09872,FALSE, nr-clueweb09-en0003-19-21844,FALSE, clueweb09-en0010-64-21506,FALSE, clueweb09-en0006-86-07480,FALSE, random-clueweb09-en0007-29-30662,FALSE, clueweb09-en0011-67-07280,TRUE, clueweb09-en0003-18-09026,FALSE, clueweb09-en0006-86-07542,FALSE, clueweb09-en0003-93-11710,TRUE, nr-clueweb09-en0001-28-21222,FALSE,3,0
3WRAAIUSCNFK1399APDNP0N0N73XAP,3CFJTT4SXY68FQKAU2730JUJO0X7IC,A1VMPZVVVZUCS4,2021-09-14T17:38:22,TUESDAY,1.63166E+12,1.63166E+12,449,7.483333333,13.577,0, mountain climbing, , Recreation, clueweb09-en0009-77-01677,TRUE, nr-clueweb09-en0010-16-17188,TRUE, clueweb09-en0001-54-08884,TRUE, clueweb09-en0001-51-24015,TRUE, clueweb09-en0001-51-24017,FALSE, clueweb09-en0009-77-01668,TRUE, random-clueweb09-en0000-87-03924,FALSE, clueweb09-en0006-88-47528,TRUE, clueweb09-en0001-63-14337,TRUE, clueweb09-en0007-80-04166,TRUE, clueweb09-en0005-90-02968,FALSE, clueweb09-en0011-91-32916,FALSE, nr-clueweb09-en0004-87-10054,TRUE,7,2
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,304SM51WA8KKBGQWCVDX9NM2GONSB8,A1J3ON3YLGJAM6,2021-09-14T17:28:40,TUESDAY,1.63165E+12,1.63165E+12,40,0.666666667,14.932,0, Beagle puppies, , Pets, clueweb09-en0000-90-17578,TRUE, clueweb09-en0001-11-19147,FALSE, nr-clueweb09-en0004-33-13890,FALSE, clueweb09-en0003-14-23522,FALSE, clueweb09-en0005-35-41211,TRUE, clueweb09-en0004-77-14362,FALSE, clueweb09-en0008-11-02808,TRUE, clueweb09-en0003-14-23207,FALSE, clueweb09-en0000-90-17581,FALSE, clueweb09-en0009-04-14371,TRUE, clueweb09-en0005-51-06354,TRUE, random-clueweb09-en0007-00-09110,FALSE, nr-clueweb09-en0004-33-13792,FALSE,5,0
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3ZOTGHDK5NR4UAF5G0IJF7M1NN6OS8,A1E77HZO63E334,2021-09-14T17:28:05,TUESDAY,1.63165E+12,1.63166E+12,135,2.25,125.303,0, Jef Keppinger, , Sports, clueweb09-enwp01-07-03071,FALSE, clueweb09-enwp01-40-06595,TRUE, clueweb09-en0002-06-30528,FALSE, clueweb09-en0002-06-30534,FALSE, clueweb09-en0006-66-26548,FALSE, clueweb09-en0006-66-26549,FALSE, clueweb09-en0005-74-26614,FALSE, nr-clueweb09-enwp00-45-13635,FALSE, clueweb09-en0007-91-07841,FALSE, clueweb09-en0003-77-00367,FALSE, clueweb09-en0006-39-33118,FALSE, random-clueweb09-en0009-77-38942,FALSE, nr-clueweb09-en0001-07-30672,FALSE,1,0
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3NQL1CS15WOWGG0BGIWMSL4A01YVYU,A2JP9IKRHNLRPI,2021-09-14T17:27:04,TUESDAY,1.63165E+12,1.63166E+12,498,8.3,478.221,0, Shopping Malls in Chicago, , Shopping, clueweb09-en0006-70-22344,TRUE, clueweb09-en0000-84-29626,TRUE, nr-clueweb09-enwp01-79-18628,TRUE, clueweb09-en0010-62-29482,FALSE, clueweb09-en0003-59-20835,FALSE, clueweb09-en0000-22-27402,FALSE, random-clueweb09-en0008-31-37861,FALSE, clueweb09-en0004-22-08908,FALSE, clueweb09-en0006-28-24125,FALSE, clueweb09-enwp01-00-02018,FALSE, clueweb09-en0000-25-23834,FALSE, clueweb09-en0010-62-29473,FALSE, nr-clueweb09-en0006-31-25788,FALSE,2,1
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3TVRFO09GPV4K6Y7XI8EMYZZ7X3LXW,A1FNNL4YJGBU8U,2021-09-14T17:27:57,TUESDAY,1.63165E+12,1.63166E+12,599,9.983333333,367.924,0, best hobbies for a 20 year old, , Crafts &amp; Hobbies, clueweb09-en0002-32-28228,FALSE, random-clueweb09-en0006-35-27399,FALSE, clueweb09-en0011-95-09228,TRUE, clueweb09-en0011-20-07512,FALSE, clueweb09-en0007-58-03722,FALSE, clueweb09-en0001-37-11841,FALSE, nr-clueweb09-en0003-38-05800,FALSE, clueweb09-en0006-76-05925,TRUE, clueweb09-en0002-15-35407,FALSE, clueweb09-en0002-13-29179,FALSE, clueweb09-en0005-79-27520,FALSE, clueweb09-en0005-79-27297,FALSE, nr-clueweb09-en0002-81-17249,FALSE,2,0
3IH9TRB0GFFRHK7EFKKTBP7IV0TI1M,3P529IW9K31NKK7MXO2SGRZS3SAFL2,A1VMPZVVVZUCS4,2021-09-14T17:39:14,TUESDAY,1.63166E+12,1.63166E+12,791,13.18333333,9.929,0, model airplanes, , Crafts &amp; Hobbies, clueweb09-en0010-75-30045,TRUE, clueweb09-en0008-02-33540,TRUE, random-clueweb09-en0007-49-03198,FALSE, clueweb09-en0010-75-30028,TRUE, clueweb09-en0009-25-39148,TRUE, clueweb09-en0006-54-37487,TRUE, clueweb09-en0008-02-33542,TRUE, clueweb09-en0009-25-39098,TRUE, nr-clueweb09-en0005-34-16692,TRUE, clueweb09-en0008-18-28695,TRUE, clueweb09-en0000-80-04867,TRUE, clueweb09-en0002-19-28813,TRUE, nr-clueweb09-en0000-80-04949,FALSE,10,1
3WYZV0QBGNTPKDE1G3DJKB765POXBK,3A4TN5196PYEVC4MF1XTGTLIPY6HCJ,A1E77HZO63E334,2021-09-14T17:28:21,TUESDAY,1.63165E+12,1.63166E+12,464,7.733333333,204.493,0, vcr dvd combo player, , Technology, clueweb09-en0000-04-06273,FALSE, clueweb09-en0006-86-27284,TRUE, nr-clueweb09-en0001-99-15412,FALSE, clueweb09-en0002-81-25736,TRUE, clueweb09-en0007-58-11513,FALSE, clueweb09-en0006-49-22168,FALSE, clueweb09-en0002-81-25750,FALSE, clueweb09-en0011-51-34834,FALSE, clueweb09-en0011-51-33907,FALSE, clueweb09-en0005-92-02735,TRUE, clueweb09-en0001-30-24024,TRUE, random-clueweb09-en0006-26-18498,FALSE, nr-clueweb09-en0003-07-27094,FALSE,4,0
3WYZV0QBGNTPKDE1G3DJKB765POXBK,39O5D9O87Y8Z14XN0G8RCZK86TOC37,A1FNNL4YJGBU8U,2021-09-14T17:27:54,TUESDAY,1.63165E+12,1.63166E+12,503,8.383333333,359.614,0, lemonade recipe, , Food &amp; Drink, clueweb09-en0003-47-11120,TRUE, nr-clueweb09-en0000-67-14580,TRUE, clueweb09-en0003-82-28176,TRUE, clueweb09-en0006-20-41042,TRUE, clueweb09-en0010-98-14673,FALSE, clueweb09-en0002-50-03022,FALSE, clueweb09-en0001-25-29028,TRUE, clueweb09-en0000-67-14578,TRUE, clueweb09-en0000-67-12401,FALSE, clueweb09-en0008-14-20199,FALSE, random-clueweb09-en0005-85-21121,FALSE, clueweb09-en0004-68-05169,TRUE, nr-clueweb09-en0006-02-02301,FALSE,6,1
3WYZV0QBGNTPKDE1G3DJKB765POXBK,317HQ483IC8XIBCXA9OSWGG9OF1NI2,A1YSYI926BBOHW,2021-09-14T17:36:07,TUESDAY,1.63166E+12,1.63166E+12,61,1.016666667,40.925,0, List of diamond records, , Entertainment, clueweb09-en0008-68-32192,FALSE, clueweb09-enwp00-45-12898,FALSE, clueweb09-enwp00-50-24218,TRUE, clueweb09-en0000-70-07982,FALSE, clueweb09-en0000-51-12482,FALSE, clueweb09-en0000-51-12595,FALSE, random-clueweb09-en0008-13-05976,FALSE, clueweb09-en0009-14-01641,FALSE, nr-clueweb09-en0007-65-39330,FALSE, clueweb09-en0006-20-02242,FALSE, clueweb09-en0001-48-04891,FALSE, clueweb09-en0001-48-04821,FALSE, nr-clueweb09-en0007-65-38083,FALSE,1,0
3WYZV0QBGNTPKDE1G3DJKB765POXBK,3Y54SXRO1Q10MFCH1MZIOIAC7S7TUE,A2JP9IKRHNLRPI,2021-09-14T17:27:18,TUESDAY,1.63165E+12,1.63166E+12,916,15.26666667,890.934,0, Home decor ideas for Halloween, , Home, clueweb09-en0001-16-29232,TRUE, clueweb09-en0009-84-45039,FALSE, clueweb09-en0007-26-33740,TRUE, clueweb09-en0009-84-44536,TRUE, clueweb09-en0005-73-20224,TRUE, clueweb09-en0001-13-32892,FALSE, clueweb09-en0007-70-27488,TRUE, clueweb09-en0008-09-03123,FALSE, clueweb09-en0002-84-15440,TRUE, random-clueweb09-enwp00-42-07293,FALSE, nr-clueweb09-en0009-84-45029,FALSE, clueweb09-en0008-16-06661,TRUE, nr-clueweb09-en0010-86-00106,FALSE,7,0
3WYZV0QBGNTPKDE1G3DJKB765POXBK,3EF8EXOTT6BQZFPEN4BUBAI6YTN1JM,A1VMPZVVVZUCS4,2021-09-14T17:40:58,TUESDAY,1.63166E+12,1.63166E+12,777,12.95,8.511,0, cherry pie recipes, , Food &amp; Drink, clueweb09-en0002-17-29610,TRUE, clueweb09-en0006-47-11176,FALSE, clueweb09-en0004-13-04084,FALSE, random-clueweb09-en0002-86-03239,FALSE, clueweb09-en0011-81-07516,TRUE, nr-clueweb09-en0009-66-05468,FALSE, clueweb09-en0006-47-11427,FALSE, clueweb09-en0011-25-03909,TRUE, clueweb09-en0010-98-14709,FALSE, clueweb09-en0011-36-41829,TRUE, clueweb09-en0005-86-40617,FALSE, clueweb09-en0001-07-05086,TRUE, nr-clueweb09-en0006-26-06282,TRUE,5,1
3PUV2Q8SW8KBM79KP3C7Q44EP7CDBY,39K0FND3AMVCUB8ZMKHF233Q6HKAMJ,A1E77HZO63E334,2021-09-14T17:28:14,TUESDAY,1.63165E+12,1.63166E+12,296,4.933333333,216.744,0, mp3 players 2009, , Technology, clueweb09-en0011-68-05157,FALSE, clueweb09-en0006-65-19311,FALSE, clueweb09-en0005-79-31275,FALSE, clueweb09-en0007-94-21587,TRUE, nr-clueweb09-en0006-25-15886,FALSE, clueweb09-en0002-49-22014,TRUE, clueweb09-en0010-00-24573,FALSE, clueweb09-en0002-92-32333,TRUE, clueweb09-en0002-92-32331,FALSE, clueweb09-en0010-97-18471,FALSE, clueweb09-en0003-23-07899,FALSE, random-clueweb09-en0007-09-17000,FALSE, nr-clueweb09-en0003-99-08356,FALSE,3,0
3PUV2Q8SW8KBM79KP3C7Q44EP7CDBY,3AWETUDC978RZ0QGDXZMR3NIYT6ZIS,A1FNNL4YJGBU8U,2021-09-14T17:27:51,TUESDAY,1.63165E+12,1.63166E+12,453,7.55,437.029,0, places to visit in michigan, , Travel, clueweb09-en0005-12-13234,TRUE, clueweb09-en0011-69-23463,FALSE, clueweb09-en0011-28-03365,TRUE, clueweb09-en0005-12-13225,FALSE, clueweb09-en0009-94-02027,FALSE, clueweb09-en0000-18-01470,TRUE, nr-clueweb09-en0003-54-26517,FALSE, clueweb09-en0003-54-26409,TRUE, random-clueweb09-enwp03-08-12100,FALSE, clueweb09-en0000-97-30655,FALSE, clueweb09-en0009-02-10693,FALSE, clueweb09-en0005-76-33373,FALSE, nr-clueweb09-en0000-18-01609,FALSE,4,0
3PUV2Q8SW8KBM79KP3C7Q44EP7CDBY,3ZV9H2YQQIN8F23SH78SOTRBY963W7,A2JP9IKRHNLRPI,2021-09-14T17:27:10,TUESDAY,1.63165E+12,1.63166E+12,609,10.15,594.279,0, Intramural football in Chicago, , Recreation, clueweb09-en0000-16-13859,FALSE, clueweb09-en0009-50-32616,TRUE, random-clueweb09-en0007-29-30662,FALSE, nr-clueweb09-en0009-11-30232,FALSE, clueweb09-en0011-22-11903,FALSE, clueweb09-en0011-37-21985,FALSE, clueweb09-en0010-54-29845,TRUE, clueweb09-en0010-73-03885,FALSE, clueweb09-en0010-29-09417,FALSE, clueweb09-en0002-41-29738,FALSE, clueweb09-en0004-03-25872,FALSE, clueweb09-en0011-22-11914,FALSE, nr-clueweb09-enwp01-73-19952,FALSE,2,0
3PUV2Q8SW8KBM79KP3C7Q44EP7CDBY,3E7TUJ2EGH2VLYSHHL4CNI5CRLD9DO,A1YSYI926BBOHW,2021-09-14T17:37:56,TUESDAY,1.63166E+12,1.63166E+12,37,0.616666667,20.028,0, List of NFL champions every year, , Sports, clueweb09-en0003-84-11904,FALSE, clueweb09-en0004-57-23886,FALSE, clueweb09-en0011-60-21439,FALSE, clueweb09-en0001-44-15971,FALSE, clueweb09-enwp01-19-25515,TRUE, clueweb09-en0008-24-30573,FALSE, clueweb09-en0005-76-04486,FALSE, clueweb09-enwp01-47-06671,TRUE, nr-clueweb09-enwp01-87-18734,FALSE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-en0006-37-15740,FALSE, clueweb09-en0002-05-39660,FALSE, nr-clueweb09-en0011-32-05982,FALSE,2,0
3PUV2Q8SW8KBM79KP3C7Q44EP7CDBY,3E4GGUZ1TD7SZKDSOTBKH8SO5O0K2K,A1VMPZVVVZUCS4,2021-09-14T17:38:16,TUESDAY,1.63166E+12,1.63166E+12,361,6.016666667,6.613,0, teething toddler, , Parenting, clueweb09-en0004-01-28297,FALSE, nr-clueweb09-en0002-10-30216,FALSE, clueweb09-en0011-19-28189,FALSE, clueweb09-en0007-58-03428,FALSE, clueweb09-en0010-81-00914,TRUE, clueweb09-en0002-10-30310,FALSE, clueweb09-en0010-82-22764,FALSE, clueweb09-en0005-86-13521,TRUE, clueweb09-en0004-24-28302,FALSE, clueweb09-en0010-20-22696,FALSE, random-clueweb09-en0000-21-15033,FALSE, clueweb09-en0002-10-30323,FALSE, nr-clueweb09-en0002-10-30215,FALSE,2,0
341YLJU22MFY65PAYOK7G8HNN67I23,3PMBY0YE2CJLG6M3HP913CNU6LZC9P,A1J3ON3YLGJAM6,2021-09-14T17:31:21,TUESDAY,1.63166E+12,1.63166E+12,37,0.616666667,9.743,0, How to lose weight, , Health &amp; Wellness, clueweb09-en0011-42-06049,TRUE, clueweb09-en0005-33-32777,TRUE, clueweb09-en0004-51-27221,FALSE, nr-clueweb09-en0003-43-22146,TRUE, clueweb09-en0005-33-33858,FALSE, random-clueweb09-en0007-49-03198,FALSE, clueweb09-en0001-89-24076,FALSE, clueweb09-en0008-68-13055,TRUE, clueweb09-en0007-58-04606,TRUE, clueweb09-en0001-55-25599,TRUE, clueweb09-en0001-68-21414,TRUE, clueweb09-en0009-45-26048,TRUE, nr-clueweb09-en0001-44-46815,FALSE,7,1
341YLJU22MFY65PAYOK7G8HNN67I23,31JLPPHS2ZA0ATUQQLHI7ZEPV773OV,A2JP9IKRHNLRPI,2021-09-14T17:27:01,TUESDAY,1.63165E+12,1.63166E+12,414,6.9,372.477,0, How to breakup with my girlfriend?, , Relationships, clueweb09-en0006-57-16076,FALSE, clueweb09-en0005-74-05811,TRUE, clueweb09-en0005-54-03171,FALSE, clueweb09-en0006-57-16096,FALSE, nr-clueweb09-en0005-79-28450,TRUE, clueweb09-en0003-76-26044,FALSE, random-clueweb09-en0003-07-27095,FALSE, clueweb09-en0005-33-31566,FALSE, clueweb09-en0005-33-29912,FALSE, clueweb09-en0004-54-21961,FALSE, clueweb09-en0002-41-21958,TRUE, clueweb09-en0003-76-26046,FALSE, nr-clueweb09-en0011-09-19581,FALSE,2,1
341YLJU22MFY65PAYOK7G8HNN67I23,3PDJHANYKAWPFVVL5AKQUTT8TCVH6R,A1E77HZO63E334,2021-09-14T17:28:16,TUESDAY,1.63165E+12,1.63166E+12,346,5.766666667,208.286,0, hotels in new zealand, , Travel, clueweb09-en0011-52-20462,TRUE, random-clueweb09-en0007-00-09110,FALSE, nr-clueweb09-en0007-80-22682,FALSE, clueweb09-en0011-31-17024,TRUE, clueweb09-en0007-46-30490,FALSE, clueweb09-en0005-82-37037,FALSE, clueweb09-en0006-34-05252,FALSE, clueweb09-en0007-89-22216,FALSE, clueweb09-en0011-28-09881,TRUE, clueweb09-en0009-42-14292,TRUE, clueweb09-en0006-34-05233,FALSE, clueweb09-en0005-19-07067,FALSE, nr-clueweb09-en0011-39-00475,FALSE,4,0
341YLJU22MFY65PAYOK7G8HNN67I23,3CP1TO84PYHPH1SPH67EFJ968Y252H,A1FNNL4YJGBU8U,2021-09-14T17:27:56,TUESDAY,1.63165E+12,1.63166E+12,571,9.516666667,362.335,0, how to potty train, , Parenting, clueweb09-en0007-58-04703,TRUE, nr-clueweb09-en0009-03-16987,FALSE, clueweb09-en0005-16-17391,TRUE, clueweb09-en0006-00-35184,TRUE, clueweb09-en0011-13-12111,TRUE, clueweb09-en0003-41-32156,TRUE, clueweb09-en0007-58-01733,TRUE, clueweb09-en0011-13-12113,TRUE, clueweb09-en0003-41-32128,TRUE, random-clueweb09-en0003-07-27095,FALSE, clueweb09-en0009-02-36853,TRUE, clueweb09-en0005-15-14436,TRUE, nr-clueweb09-en0004-06-12108,FALSE,10,0
