HITid,AssignmentId,WorkerId,Time,Minutes,Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,Num Relevant Selected,Num NR Selected
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,3OUYGIZWRCEME17UMYCEU1L7AKHP0B,A9HIMVROPHE3P,114.0,1.9," Maxi dresses"," A selection of full-length ("maxi") dresses from which to choose and shop. Online shopping results. A variety of maxi dress prints and styles."," Style"," clueweb09-en0009-62-20908",false," clueweb09-en0009-62-20890",false," clueweb09-en0000-85-05753",false," clueweb09-en0007-55-37793",false," clueweb09-en0008-14-28707",false," nr-clueweb09-en0006-99-28793",false," clueweb09-en0006-99-29002",false," clueweb09-en0011-98-05823",true," clueweb09-en0006-99-28666",false," clueweb09-en0010-25-06993",true," clueweb09-en0010-25-06949",false," nr-clueweb09-en0006-99-28790",false,2,0
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,3TDXMTX3CGAPBQ65BS2BU5UM198I6T,A9OOV3976AFYF,539.0,8.983333333333333," UFC heavyweight rankings"," I would like to find the top 15 heavyweight fighters in the UFC by official ranking."," Sports"," clueweb09-en0008-86-32041",true," nr-clueweb09-enwp01-93-13313",false," clueweb09-en0009-11-15780",false," clueweb09-en0007-35-30215",false," clueweb09-en0009-11-15886",false," clueweb09-en0001-90-15113",true," clueweb09-en0008-53-09910",false," clueweb09-en0011-21-13559",false," clueweb09-enwp01-70-13509",false," clueweb09-en0000-35-15245",false," clueweb09-enwp00-06-17476",false," nr-clueweb09-enwp01-97-13325",false,2,0
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3PQMUDRV7WM54A16DTB0R8KRA0SIIC,ARQR5NIFA1AJ,111.0,1.85," speciality prescription dog food"," Special diet dog food for dogs with pancretitis"," Pets"," clueweb09-en0006-33-02800",false," clueweb09-en0006-48-11074",false," clueweb09-en0002-32-23781",false," nr-clueweb09-en0008-19-26196",false," clueweb09-en0011-44-31199",false," clueweb09-en0010-91-38410",false," clueweb09-en0010-31-31130",true," clueweb09-en0007-40-04970",false," clueweb09-en0010-44-05644",true," clueweb09-en0006-33-02812",false," clueweb09-en0006-63-11893",false," nr-clueweb09-en0002-43-12826",false,2,0
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3Q5ZZ9ZEVTV03GUEXNGFPAM82IJ85M,A2LU3430Q972IN,208.0,3.466666666666667," Dog food"," food for dogs"," Shopping"," clueweb09-en0005-93-35152",false," clueweb09-en0002-91-05969",false," clueweb09-en0007-33-31051",true," clueweb09-en0011-36-29972",true," nr-clueweb09-en0006-04-20063",true," clueweb09-en0011-54-33429",false," clueweb09-en0005-94-25368",true," clueweb09-en0010-39-01686",true," clueweb09-en0002-91-31255",false," clueweb09-en0002-58-24907",true," clueweb09-en0011-47-22093",true," nr-clueweb09-en0004-37-12235",false,6,1
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3VZLGYJEYQQOPVFBCJZNUDAWUQXZXP,AN8KNI96ZSZSZ,741.0,12.35," baby toys car"," battery operated car ride"," Shopping"," clueweb09-en0010-79-33712",true," clueweb09-en0009-19-18188",false," clueweb09-en0005-21-06611",true," clueweb09-en0005-21-06620",true," clueweb09-en0005-48-12251",false," clueweb09-en0005-40-15612",false," nr-clueweb09-en0005-40-15576",false," clueweb09-en0005-03-26340",false," clueweb09-en0005-03-26760",false," clueweb09-en0004-01-28252",false," clueweb09-en0009-19-18158",false," nr-clueweb09-en0000-80-15256",false,3,0
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3GA6AFUKOT4QIC83M8MSNQHNR5MH3O,A249LDVPG27XCE,398.0,6.633333333333334," art galleries Bakersfield, CA"," I want to find out if there are any art galleries in or near Bakersfield, CA area. Documents would have an address that is in or near Bakersfield. Document would specify that it is an art gallery that is being represented by the given address or location."," Arts"," clueweb09-en0000-82-13803",false," clueweb09-en0002-85-04491",false," clueweb09-en0007-59-01176",false," clueweb09-en0010-44-33223",true," clueweb09-en0005-55-24095",true," clueweb09-en0000-81-19720",false," clueweb09-en0007-36-34049",true," clueweb09-en0002-86-11530",false," clueweb09-en0000-30-15193",false," nr-clueweb09-en0002-17-23909",false," clueweb09-en0006-06-13595",false," nr-clueweb09-en0002-17-23908",false,3,0
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3EFVCAY5L8P8AF9ZMPK9QK5DKJJJ8O,A2OPLZU47CO9XE,267.0,4.45," Adult ballet classes"," Dance programs that cater to adult ballet interests as well as suggestions for ballet exercises, stretches, and practice guides for the adult dancer."," Arts"," clueweb09-en0009-42-30238",true," clueweb09-en0009-59-22670",true," clueweb09-en0000-28-12172",false," clueweb09-en0006-95-05857",true," clueweb09-en0000-28-12160",false," clueweb09-en0008-48-05835",false," clueweb09-en0000-65-03241",true," clueweb09-en0009-26-24919",false," clueweb09-en0002-49-34011",false," nr-clueweb09-en0009-59-22675",false," clueweb09-en0008-58-11039",true," nr-clueweb09-en0001-44-27913",false,5,0
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3WJ1OXY92FWX9M6VSJ7WXL2UUWQA80,A26F3K30VFCT8C,138.0,2.3," Adopt a Husky"," This query is for someone considering adopting a Husky. Useful documents might include links to adoption sites with available Huskies, or websites with tips and information on how to raise huskies."," Pets"," nr-clueweb09-en0011-42-24549",false," clueweb09-en0007-88-04361",true," clueweb09-en0007-88-04362",false," clueweb09-en0010-66-25084",true," clueweb09-en0000-44-22604",false," clueweb09-en0005-67-04227",true," clueweb09-en0007-10-19927",false," clueweb09-en0004-33-36081",false," clueweb09-en0000-91-14525",false," clueweb09-en0010-25-30578",false," clueweb09-en0006-47-26707",false," nr-clueweb09-en0006-17-24259",false,3,0
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3UN61F00H156LL9AWWMFGRHDSADR5N,A3T5UAYFKJBVTA,64.0,1.0666666666666667," Effective parenting"," I intend to find advice that is backed up by science and statistics to parent effectively."," Parenting"," clueweb09-en0003-19-01810",true," clueweb09-en0006-33-32996",true," clueweb09-en0008-16-36042",false," clueweb09-en0009-71-15714",true," clueweb09-en0000-10-38752",false," nr-clueweb09-en0009-28-15834",false," clueweb09-en0009-63-18073",false," clueweb09-en0000-44-29064",true," clueweb09-en0010-01-07066",true," clueweb09-en0005-32-35493",false," clueweb09-en0006-22-00731",false," nr-clueweb09-en0005-02-29184",false,5,0
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,382M9COHEMVYXWUKBRANPWAAC2HEUG,AWIBHH87SWYM1,117.0,1.95," What is the best resort in Phuket, Thailand?"," A list of 4 to 5 star resorts. These should be sorted by rating."," Travel"," clueweb09-en0004-29-23756",false," clueweb09-en0002-87-29474",false," clueweb09-en0007-00-11613",false," nr-clueweb09-en0008-09-00925",true," clueweb09-en0008-94-35501",true," clueweb09-en0010-11-10662",false," clueweb09-en0001-16-23476",false," clueweb09-en0009-34-14467",false," clueweb09-en0004-54-28444",false," clueweb09-en0007-21-39250",true," clueweb09-en0000-87-08950",true," nr-clueweb09-en0010-35-01660",false,3,1
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3FDJT1UU79OKYHWF6CDIFFVZXIK5K9,A3BMEVFSETVOUR,286.0,4.766666666666667," home chest exercises"," I want chest exercises to do, preferably at home. Pictures and explanations would be helpful too."," Health &amp; Wellness"," clueweb09-en0008-09-17156",false," clueweb09-en0005-99-40129",false," clueweb09-en0005-97-02940",true," nr-clueweb09-en0009-57-05528",false," clueweb09-en0006-81-20142",true," clueweb09-en0004-97-34758",true," clueweb09-en0011-33-33455",true," clueweb09-en0009-13-03244",true," clueweb09-en0008-84-25155",true," clueweb09-en0005-19-30583",false," clueweb09-en0004-56-21598",true," nr-clueweb09-en0005-56-01577",true,7,1
3V8JSVE8Z26CRLGVVQ1B4XK056AEY9,3XIQGXAUMHO55L95TO743THXKXVX76,A2VQ2M0S1NATGC,232.0,3.8666666666666667," innovative products"," New innovative products that we are using nowadays having some best features with advanced technology."," Technology"," clueweb09-en0004-07-04453",true," clueweb09-en0004-90-07737",false," clueweb09-en0003-63-27990",false," clueweb09-en0002-89-06174",false," clueweb09-en0008-31-39523",true," nr-clueweb09-en0008-27-25695",false," clueweb09-en0010-75-33787",true," clueweb09-en0001-09-37126",false," clueweb09-en0006-62-27149",false," clueweb09-en0004-39-09773",false," clueweb09-en0005-28-13170",false," nr-clueweb09-en0008-27-25694",false,3,0
